math,physics,chemistry,biology,economics,indonesian,english,interest_tech,interest_data_ai,interest_engineering,interest_social,interest_communication,interest_law_politics,interest_nature_health,interest_business,interest_arts,interest_education_language,sma_track,major,cluster
76.50031931186064,73.79853058290473,76.4638804061423,96.77819317742401,53.95653791214391,72.73325461034,78.88801567860207,0,0,0,1,0,0,1,0,0,0,IPA,Biologi,Health
97.06296908297176,74.04154210284199,79.26609127413859,60.38744988940053,69.0347547934449,62.44088305918192,69.87529669369341,1,1,1,0,0,0,0,0,0,0,IPA,Matematika,STEM
71.92827217929397,71.44878690864995,83.95064586646133,97.1809118177565,56.60660350223041,75.10578740379442,86.69963696118772,0,0,0,0,0,0,0,1,0,0,IPA,Kedokteran,Health
100.0,88.56479435998125,82.0163485095893,57.5782289919669,74.11117467282205,58.23004772074476,81.70438052163627,1,0,0,0,0,0,0,0,0,0,IPA,Matematika,STEM
56.87402732300663,45.34286478420851,61.81735399744226,56.25342101348673,76.33643720438958,73.10787476020327,81.18133584610881,0,0,0,0,1,0,0,0,0,1,Bahasa,Pendidikan Bahasa Inggris,Social
63.21505186631433,48.7073689246115,69.8226904000662,66.90563711786858,70.54309183486943,89.75609194694059,84.99212254884485,0,0,0,1,1,0,0,0,0,0,IPA,Ilmu Komunikasi,Social
67.75214439078744,42.88796221142455,72.26424583924492,60.94162583343771,89.76031161280703,60.478113445857375,68.4090331598368,0,0,0,0,0,0,0,1,0,0,Bahasa,Manajemen,Business
47.553998993853895,74.88882142710273,53.40524713218225,74.96435212161389,77.2143475449555,97.48872206082063,78.49216871307365,0,0,0,1,1,0,0,0,0,0,IPA,Ilmu Komunikasi,Social
65.91308419293365,61.0475023700402,53.54342352917993,52.05670100882174,69.48546056613093,87.69568137074724,95.25462283863341,0,0,1,0,0,0,0,0,0,0,IPS,Pendidikan Bahasa Inggris,Social
69.96207409272958,66.58212502735167,60.81050554977061,65.57482182923899,91.52444828036089,76.44839157036422,84.07411994339925,0,1,0,0,0,1,0,1,0,0,IPS,Akuntansi,Business
89.81580294490544,65.16293010766043,77.45246333025803,90.47357343142252,57.53744887723185,71.90653086009374,73.86052882440792,0,0,0,1,0,0,1,0,0,0,IPA,Biologi,Health
76.14251682045743,65.33107104121356,68.57388447875859,67.99547119782193,63.7209274689394,75.58232065553482,89.71373997368634,1,1,1,0,0,0,0,0,0,0,IPA,Teknik Informatika,STEM
74.99500714878883,83.60578373995354,90.85405032246686,89.56417753802778,61.5716881699615,73.51926201795895,78.10062801881466,0,0,1,0,0,0,1,0,0,0,IPA,Kedokteran,Health
65.48826237615528,55.241401121540406,51.90272124510952,62.382595539892826,84.01884377020795,83.64115749847223,78.93481651345104,0,1,0,0,0,0,0,0,0,1,IPS,Pendidikan Bahasa Inggris,Social
92.2333192237226,62.003799890932186,61.02484899948352,44.69733238578285,97.15811975658391,73.91670629142071,83.7182308968042,0,0,0,0,0,1,0,1,0,0,IPS,Akuntansi,Business
66.94736257149216,51.63903953311863,56.64136892535835,49.59124402774951,81.88996496312616,79.33807748883233,76.83644964548812,0,0,0,0,1,1,0,0,0,0,IPA,Hukum,Social
86.50688452840224,82.03106813645819,82.95740605355593,65.42547882253747,68.45108468824706,63.958244644663836,56.08373502168416,0,0,0,0,0,0,0,1,0,0,Bahasa,Teknik Elektro,STEM
84.19873931189824,77.2893753441277,68.94678330710563,63.55781454556186,78.77051916510386,87.63240145165966,78.34823084620223,1,1,0,0,0,0,0,0,0,0,IPA,Sistem Informasi,STEM
71.22801057230811,50.912698705866596,55.20814269003383,40.63057714088649,79.58469428466468,88.72871973428022,76.71960306108929,0,0,0,0,1,1,0,0,0,0,IPA,Hukum,Social
98.68388985796865,88.42651378899413,70.401167503191,52.33761709465026,71.23188985788092,71.36992659680458,64.61897081000201,0,0,0,0,0,0,0,0,1,0,IPA,Matematika,STEM
100.0,81.10583618044663,66.47102323260033,58.41148633577316,69.61867160514511,61.47392742255589,86.09976722120898,1,1,0,0,0,0,0,1,0,0,IPA,Teknik Informatika,STEM
88.53236652687364,78.42060941359779,81.91667147675882,37.3164147323668,72.25880273934129,72.47479153995873,90.36997674773855,1,1,0,0,0,0,0,0,0,0,IPA,Teknik Informatika,STEM
58.27659398771451,49.59132451515295,61.07964468576225,43.09261481221692,87.62271666162144,66.86322787004806,96.11951205492478,0,0,0,0,0,0,0,1,0,0,IPS,Manajemen,Business
88.76083486952022,75.27611870136865,72.17358536847932,71.02283174955251,82.1807152373192,63.48569957541374,80.2124580039486,1,1,1,0,0,0,1,0,0,0,IPS,Matematika,STEM
59.13303019049523,39.14812026245976,51.35917430510915,71.20889632757132,74.18123848691536,83.74598968413406,81.90457889469187,0,0,0,0,1,0,0,0,1,1,Bahasa,Desain Komunikasi Visual,Arts
83.71472860296247,63.2092578534323,44.88842058365868,57.64865347529259,96.11626020299565,81.0972193224839,80.93892600877051,0,0,0,0,0,0,0,1,0,0,Bahasa,Akuntansi,Business
73.51037662248896,89.34286579582077,81.19610140341352,51.73456110627866,52.90461934871652,54.751815659600155,71.86869172739858,1,0,1,0,0,0,1,0,0,0,IPS,Teknik Sipil,STEM
79.81261632639348,70.99505483209077,75.60594258924606,87.91332352757587,49.41038069825759,60.187146551009775,71.63456926663531,0,0,0,1,0,0,1,0,0,0,Bahasa,Kedokteran,Health
100.0,96.95517729598704,72.89769635560567,48.934402950759,66.31126306706591,61.19470988612512,76.09250919215758,0,1,1,0,0,0,0,0,0,1,IPS,Teknik Elektro,STEM
78.54727619659855,55.8303612928651,96.6951613586321,81.464949512465,69.22848651435092,83.1723509278519,78.61866193427744,0,0,0,0,0,0,1,0,0,1,IPA,Biologi,Health
79.15690055428158,51.839863759752596,64.92322130477557,53.360217784161804,58.60042948019715,79.181586826319,79.21822625700607,0,0,0,1,0,0,0,0,0,1,Bahasa,Pendidikan Bahasa Inggris,Social
38.286246627780436,46.87513362393932,52.24650483229647,61.33742249023699,70.91172877098572,94.65632580077519,71.15893438833265,0,0,0,0,1,0,0,0,1,0,IPS,Ilmu Komunikasi,Social
91.34190274970341,82.0590797930426,73.34998076182552,61.03101529616139,67.95393394584458,67.88525042187463,78.28955954043454,0,1,0,0,0,0,0,0,0,0,IPS,Matematika,STEM
68.18537432405832,46.17108509968572,64.7213282695253,54.132845322575605,67.67281847789762,84.75865367581638,96.74575504563288,0,0,0,0,1,0,0,0,0,0,IPS,Pendidikan Bahasa Inggris,Social
59.94981219930891,40.92922804923531,58.21361614083908,73.13544140682959,68.20732174442425,83.01801624237773,98.05189371937311,0,0,0,0,1,0,0,0,0,1,IPS,Pendidikan Bahasa Inggris,Social
50.72504489953167,58.85833779989155,59.32764251921641,49.83373468148604,79.81171889265585,88.54792842087767,88.13131426203523,0,0,0,0,1,0,0,0,1,0,IPS,Ilmu Komunikasi,Social
81.4884227492175,79.46060674259853,77.29965045365685,97.16013351452048,74.43636075696622,74.62760104622329,77.50667744634768,0,0,0,0,0,0,1,0,0,1,IPA,Kedokteran,Health
99.64682144435652,88.59982673077238,77.50650458813139,58.916675496191026,64.63954830925812,78.22087624222829,67.52410944885787,1,0,0,0,0,0,1,0,0,0,IPS,Teknik Sipil,STEM
77.70359207794976,50.483977885292376,56.79754397097268,73.4705151899654,78.66616372268693,68.81727017479692,90.54041240932227,0,1,0,0,0,0,0,1,0,0,IPS,Manajemen,Business
78.47045893848991,68.73815382716454,90.20769690746803,70.97749009179336,53.92105659724068,80.86591975556323,71.9684371605378,0,0,0,0,0,0,1,0,0,0,IPA,Farmasi,Health
56.78107341716572,71.92337083302472,77.9982811299499,79.09554604854517,65.68487522379247,64.53866481292049,80.37554952022572,0,0,0,0,0,0,1,0,0,0,Bahasa,Biologi,Health
76.85527079372564,61.29353765556246,91.574533672769,91.81848267047089,43.16743082606199,74.58925713324024,76.24965164738325,0,0,0,0,0,0,1,0,0,1,IPA,Biologi,Health
61.61483436170852,59.32008159250601,64.9683035173086,76.20625643086048,81.50014170693692,85.41034096877168,77.40096330321354,0,0,0,1,0,0,1,0,0,0,Bahasa,Psikologi,Social
69.39393180449427,71.6969096090498,85.0535242758369,90.57300124457191,65.69060733498426,70.06416396996178,81.8893923831257,0,0,0,0,0,0,1,0,0,0,IPS,Biologi,Health
78.76402563268881,79.74374203870738,75.49344112231232,53.074265714830325,71.1930910535687,77.63478663273358,81.96218356854878,0,0,0,0,0,1,0,0,0,0,Bahasa,Teknik Elektro,STEM
91.21566940175492,91.66847308969736,78.90407398171614,61.579906495368,78.21944358844878,77.76805068767351,65.35728545723572,1,0,0,0,0,0,0,0,0,0,Bahasa,Teknik Elektro,STEM
73.12715326833698,38.61929934224479,65.6395145892286,71.60810809551239,89.88831114812118,91.71743515330894,69.9304665156256,0,0,0,1,1,0,0,0,0,0,IPS,Psikologi,Social
87.30974994948336,68.2444255145822,72.55996314704912,67.25032284935764,100.0,80.95883184261227,81.83048473550903,0,0,0,0,0,0,0,0,1,0,Bahasa,Akuntansi,Business
83.61902493262204,55.18286335488296,57.1864527602845,56.2718563575253,94.58262498710124,74.17899757316341,78.732664336668,1,1,0,0,0,0,0,1,0,0,IPS,Manajemen,Business
89.21176706224743,83.75010995723666,90.2386702970131,91.47016827790206,64.4681214528605,67.85773144287421,81.37697844351472,1,0,0,0,0,1,1,0,0,0,IPA,Farmasi,Health
100.0,73.17976467709424,90.04154681404813,88.81777668847833,60.97860448048244,80.68491942308995,77.08866885557534,0,0,0,1,0,0,1,0,0,0,IPA,Kedokteran,Health
100.0,91.03664683381967,56.09699336318923,45.88084474231253,59.232258065621274,57.256196389758856,76.35351935644832,1,0,0,0,0,0,0,0,0,1,IPA,Matematika,STEM
74.46429880664189,83.85949738818043,66.7806152416599,59.26127249068894,65.34729784251903,60.35478227187586,68.07473328543458,1,0,0,0,0,0,0,0,0,0,IPA,Teknik Informatika,STEM
59.99904181061435,59.28560705511704,65.690609163825,64.67184615093312,65.94818308091878,93.32260985775828,84.72531761822684,0,0,0,0,1,0,0,0,1,0,Bahasa,Desain Komunikasi Visual,Arts
82.47802888654589,58.01511726681562,94.80700098941674,92.60004246574604,35.79821162161459,72.27595123974528,79.23158256738353,0,0,0,0,0,0,1,0,0,1,IPA,Biologi,Health
100.0,88.41393558197717,64.7060046585228,57.091333677545606,70.80636802249364,60.73495669419786,81.0649585087318,1,0,0,0,0,0,0,0,0,0,Bahasa,Sistem Informasi,STEM
62.63793681839812,59.44055776057076,60.36943266931381,55.68048657125808,86.92759949718459,100.0,83.77360532050105,0,0,0,0,1,1,0,0,0,0,IPS,Hukum,Social
87.42801263681514,94.61738239696977,65.35298197909208,42.65572320088722,66.58976741635034,65.17617349946397,74.86219189663774,0,0,1,0,0,0,1,0,0,0,IPA,Teknik Elektro,STEM
53.441516605417604,59.075170567532105,49.269803466641136,67.51603057161199,51.35184243049445,80.52486672285451,79.62916283297494,0,0,0,0,0,0,0,0,1,0,IPS,Desain Komunikasi Visual,Arts
86.95089975837324,86.79020715237036,89.6081004810104,78.61584423243002,66.55504908106224,75.2815247465366,89.60992125973108,0,1,0,0,0,0,0,1,0,0,Bahasa,Teknik Informatika,STEM
81.3008142093803,79.24479718241012,62.15570789947987,54.89492917013078,63.135866495404564,80.42868015502881,94.76615864932788,1,1,1,0,0,0,0,0,0,0,IPS,Teknik Informatika,STEM
90.6869168167047,75.0430423163387,79.20247926647738,35.0,62.41806574788369,69.09316801728154,77.59497509554407,1,0,0,0,0,1,1,0,0,0,Bahasa,Teknik Elektro,STEM
63.18563259149352,60.407916859879904,73.67101491240967,87.44552438243453,64.4957519647136,79.62718558413471,78.18396262597862,0,0,0,0,0,0,1,0,0,0,IPA,Biologi,Health
61.45321769310429,53.77349331478187,51.85635653007879,56.84695825804916,85.0841921626137,85.64172497986547,75.24242890375302,0,0,0,0,1,0,0,0,1,0,Bahasa,Ilmu Komunikasi,Social
55.056633856727714,57.93093224744724,60.599135343311445,48.715119194312585,62.972514909562236,45.30960818187296,96.76309483183041,0,0,0,0,1,0,0,0,0,1,IPA,Pendidikan Bahasa Inggris,Social
54.334955506889074,49.788039339845795,59.1297838770765,70.12754867318878,86.43513068138907,67.2037240130381,85.13042971805862,0,0,0,0,0,1,0,0,0,0,IPA,Hukum,Social
95.56225678791763,68.3162556034138,67.65239738157261,67.17902145439848,55.316345197121024,52.73954260558436,76.2585237695006,0,1,0,0,0,0,0,0,0,1,IPA,Matematika,STEM
89.14701496203277,73.82430353799094,78.24494448937106,49.323115020510095,73.30010455968805,70.40674896175703,76.31908380734721,1,1,0,0,0,0,0,0,0,0,IPA,Teknik Sipil,STEM
79.70130502236215,62.66526325922501,71.55050167506484,63.706958448261496,67.75427794194636,77.83585372370885,87.884664739427,0,1,0,0,0,0,0,1,0,0,IPA,Sistem Informasi,STEM
83.81540709898125,67.90141233577879,61.12635185139544,55.69869938477582,84.34075570633568,68.35499866078882,85.50009798895896,1,0,0,0,0,0,0,0,0,0,IPS,Sistem Informasi,STEM
64.18475284505242,63.37690341981356,42.16598018652978,42.538562097327954,73.80567150600075,77.97148685118313,82.10715580441337,0,0,1,0,1,0,0,0,1,0,IPS,Ilmu Komunikasi,Social
68.47747029333355,52.1402696183317,63.23543660851102,63.41339775047774,65.71466183014348,86.0697344619721,86.83541067145738,0,0,0,0,1,0,0,0,1,0,Bahasa,Desain Komunikasi Visual,Arts
51.66842993017466,57.12593501949274,53.3604204562156,55.207126215171016,75.73386406164337,92.65112213073576,80.84992032461096,0,0,0,1,0,0,0,0,1,0,IPA,Desain Komunikasi Visual,Arts
72.75047179082395,76.17888171067575,88.14299447603715,85.57142425684917,64.77556717847106,71.86368313413648,74.77396985234262,1,0,0,0,0,0,1,0,0,0,IPA,Farmasi,Health
62.97518926772781,66.231997910006,76.62147306943669,100.0,52.31349114531294,81.06463989552073,68.79663637861444,0,0,0,1,0,0,1,0,0,0,IPS,Biologi,Health
62.63065492141709,78.91416350685651,74.03084055946945,57.9911792957047,60.15433192012367,68.02865099198088,91.86321547282157,1,1,0,0,0,0,0,0,0,0,IPA,Sistem Informasi,STEM
66.65660955926134,59.94147093844042,57.467374917216034,70.40857123724555,87.40618200059846,77.57451878626338,100.0,0,1,0,0,0,0,0,1,0,0,IPS,Manajemen,Business
65.83408108926866,55.95918994566901,50.22993117735703,71.60590469501675,91.91748272575879,83.46735043346533,77.71975269959532,0,0,0,0,0,1,0,0,0,0,IPS,Akuntansi,Business
71.43794758501299,82.81345098288085,87.81413874445467,77.27474905222431,57.36486770069845,73.34098018462964,91.24981542065254,0,0,0,0,0,0,1,0,0,0,IPA,Farmasi,Health
100.0,93.82663280352183,78.28153845383696,47.95471834963543,69.89729454260537,60.06878097557602,64.10023045295394,1,0,1,0,0,0,0,0,0,0,IPA,Matematika,STEM
50.85915785017035,45.941482836209424,36.898862332072866,42.52522654137662,86.3855392798281,98.66878595279735,92.74180964179162,0,0,0,0,0,0,0,0,0,1,IPA,Pendidikan Bahasa Inggris,Social
60.47482764112339,60.28791578708738,60.91414374420197,63.656519313414904,68.78055297678667,91.72003215265555,100.0,0,0,0,0,1,0,0,0,0,1,Bahasa,Pendidikan Bahasa Inggris,Social
76.54562246901718,72.23159735708371,65.93271999874035,55.48415895211129,89.91642972983571,60.31445572505655,87.01964657722912,0,0,0,1,0,0,0,1,0,0,IPA,Akuntansi,Business
60.56481565083888,55.7961359205261,59.40785828756536,77.70171229036123,64.01712938042472,72.04461005252169,72.59557603142781,0,0,0,0,1,0,0,0,1,0,Bahasa,Desain Komunikasi Visual,Arts
77.16809804514314,80.13853792368981,58.87871264699015,51.04371299783579,83.58250973378168,76.46619464748358,86.38991055091302,1,0,0,0,1,0,0,1,0,0,IPA,Sistem Informasi,STEM
67.78153186056714,43.24273909305877,55.00265300205083,68.63611877282268,77.31443300983658,91.3587856393228,83.42293211601228,0,0,0,0,0,0,0,0,1,0,IPA,Desain Komunikasi Visual,Arts
77.62170282892951,78.61477313796132,74.69109180038615,61.12363945643106,65.97074427472585,79.28990435655157,75.58862896545213,1,0,0,0,0,0,1,0,0,0,IPS,Teknik Sipil,STEM
55.70045640698687,50.52905709888021,59.85759997841624,71.55250404751662,92.15266660616095,88.28794243940179,71.70337191848165,0,1,0,0,0,0,0,0,0,0,Bahasa,Psikologi,Social
87.52368335335274,88.68980671784016,66.37646445059704,63.00835495698089,68.11955616698052,85.52330850634995,75.91592921542909,1,1,0,0,0,0,0,1,0,0,IPA,Sistem Informasi,STEM
94.62274684596146,75.24099404126783,66.35384094715731,59.167506353158196,61.86369688530029,74.26454870407991,82.67612128743973,0,0,1,0,0,0,1,0,0,0,IPS,Teknik Sipil,STEM
92.50107514176896,75.62220038601893,63.997111380824805,63.8812889003659,75.7766589014055,75.98885878845321,89.88909053568614,1,0,0,0,0,0,0,0,0,0,IPS,Sistem Informasi,STEM
93.44729625039554,84.28959646918852,79.72397419333024,47.91304865714946,72.03605374871381,64.71144723354288,82.00868346097973,0,1,1,0,0,0,0,0,0,0,Bahasa,Teknik Elektro,STEM
59.499293067450864,72.14687190414818,87.80259250517301,95.60277865446055,60.37749329149952,72.2113042723601,67.54602998843527,0,0,0,0,0,0,1,0,0,0,IPA,Biologi,Health
65.15656792091809,43.76699754752205,49.25631775507739,60.57359725692079,56.069143452494835,91.6207621885074,73.29668890027341,0,0,0,0,0,1,0,0,1,1,Bahasa,Desain Komunikasi Visual,Arts
81.03447818526554,91.94614235071279,75.13973004587149,60.434640037059125,61.845378419045005,79.57071588296198,78.6031963451685,0,0,1,0,0,0,1,0,0,0,IPS,Teknik Elektro,STEM
76.46540070980066,66.43456355157433,65.34207005096101,91.56471660333871,57.20616154955993,76.46343002831166,90.84992238162667,0,0,0,1,0,1,1,0,0,0,IPA,Biologi,Health
86.99912286244243,74.05052064125869,58.1286207741627,70.26102313914502,76.9685391261493,74.80596130307806,68.83128953779377,0,1,0,0,0,0,0,0,0,1,Bahasa,Matematika,STEM
57.314307768086515,55.17500138497455,46.46026519323472,71.69669751401948,76.16471167091461,98.27040688507209,82.39091057726705,0,0,0,0,1,0,0,0,0,0,IPA,Ilmu Komunikasi,Social
82.2896284183,74.03037001297167,81.75036002439887,41.443114185990254,63.98763404449057,62.79480985044163,82.11622305550056,1,1,0,0,0,0,0,0,0,0,IPS,Sistem Informasi,STEM
94.70501254315505,99.97384713353429,97.31089972805864,65.31527546620796,58.08369503974509,56.943629754149526,83.14169169875069,1,1,0,0,0,0,0,1,0,0,IPS,Teknik Informatika,STEM
89.38006591598453,46.26486199297562,58.060308821409976,53.19590001289772,99.64678866090564,81.38210214533298,85.13801720070639,0,0,0,0,0,0,0,1,0,0,IPA,Akuntansi,Business
77.42638938510605,82.17108206709085,64.1680909170267,60.58237971274598,52.799316046781094,77.69581618392841,64.54816745656944,1,0,1,0,0,0,1,0,0,0,IPS,Teknik Sipil,STEM
68.07467017166775,65.0601651392658,64.13419433810496,76.67919404741907,91.80682907433014,96.60932136623141,89.65104117139668,0,0,0,0,1,0,0,0,1,0,IPS,Ilmu Komunikasi,Social
56.645378425852215,57.649027481989854,59.3237134722245,58.95690870516586,76.7013269350238,86.11888464607549,76.416228275685,0,0,0,0,1,0,0,0,1,0,Bahasa,Desain Komunikasi Visual,Arts
84.03342891455529,94.28959414922332,83.80787240235242,54.758957683740796,71.44735215059482,80.94775515012104,79.94719133120431,0,1,0,0,0,0,0,0,0,0,IPA,Teknik Elektro,STEM
80.69003068980004,65.55524528197208,87.07357192022587,100.0,47.58576210069192,72.34843393271568,86.19805387000618,0,0,0,0,0,0,1,0,0,0,Bahasa,Kedokteran,Health
83.79667615832302,73.63478149767164,91.80886408035497,86.37011366208498,65.12628107402114,73.24907882355983,70.21180019717887,0,0,0,0,0,0,1,0,0,0,IPA,Farmasi,Health
97.0824286928215,73.38217700420194,73.83175948531512,62.932061939742425,65.98742396424643,70.88144462225087,67.6415288455473,1,0,1,0,0,0,0,0,0,0,Bahasa,Matematika,STEM
96.11631847470429,73.62589080524342,70.50115646675305,68.86496876693809,66.06463284159253,73.56210425183818,72.25852245252274,0,1,1,0,0,0,0,0,0,0,IPA,Teknik Sipil,STEM
76.54226624836113,60.872305108075864,56.679695129731634,36.02676862476657,92.98586584121236,74.54111232557767,90.1698484020552,0,0,0,0,0,0,0,0,1,0,IPS,Akuntansi,Business
94.0629465884583,81.73279156882704,100.0,47.31141133910017,49.94094020014904,74.08110972490753,90.23450783173837,1,0,0,0,1,0,1,0,0,0,IPS,Teknik Elektro,STEM
84.20961614499116,69.78900567945958,88.8013571039478,89.72720795711373,73.40010241388681,89.85808240116472,78.37210536171793,0,0,0,0,0,0,1,0,0,1,Bahasa,Kedokteran,Health
58.117379300592106,42.17127827270523,55.61142808960584,58.67607844295306,65.70787908800736,88.99013003244957,91.5239957737061,0,1,0,0,1,0,0,0,0,1,Bahasa,Pendidikan Bahasa Inggris,Social
94.08106468300683,85.83369099292055,78.24051764481173,56.362613897040944,64.56310868934833,75.57420877325566,87.56422780333935,1,0,0,0,0,0,0,1,0,0,IPA,Teknik Informatika,STEM
79.60327753694449,85.77858593290847,100.0,95.58513715701365,54.98724221581212,93.94191093310815,74.57956414936383,0,0,0,1,0,0,1,0,0,0,IPA,Kedokteran,Health
69.3182919835185,71.35964463585972,72.2288558232008,42.35279344290713,78.0116037810265,96.31600492276604,86.09820845011637,0,0,0,0,0,0,0,1,0,1,IPS,Manajemen,Business
71.2061736038867,66.13699865614046,67.52833524204091,56.47490024326432,87.19000864932607,87.06650615646568,96.31292887015685,0,1,0,0,0,0,0,1,0,0,IPS,Manajemen,Business
84.9546687099974,78.20183349480571,92.61928876158032,84.95488235961764,57.13975913156372,62.057968809623524,70.55265777105846,0,1,0,0,0,0,1,0,0,0,IPA,Farmasi,Health
82.46337256358979,86.63348402385306,60.42307629189815,67.78930809075273,89.93567997451049,85.04079453123612,86.912793416901,0,0,0,0,0,0,0,1,0,0,IPA,Sistem Informasi,STEM
65.92573976600498,45.18444518230311,65.16594092767714,54.919863584461815,75.66260034001475,80.95140928740973,91.66546331876141,0,0,0,0,1,0,0,1,0,0,IPS,Manajemen,Business
75.90093754986985,78.92653602543855,95.7076836995559,91.70988498304916,59.21266073073776,74.95951381635575,85.50807142761221,1,0,0,0,0,0,1,0,0,0,IPA,Farmasi,Health
59.545053499517614,59.285383304018005,57.87623389730558,60.04629366824952,82.5680382931856,87.84822312623096,77.61332177008939,0,0,0,0,1,0,0,0,1,0,IPA,Ilmu Komunikasi,Social
45.58727998001936,49.24560031799447,69.33913502723114,62.05132798556571,65.48282827030484,61.00399639642019,92.04244582184644,0,0,0,0,1,0,0,0,1,0,IPA,Desain Komunikasi Visual,Arts
76.25171424939441,72.2734217257966,92.40491845411628,91.43101056223065,58.93538846390987,72.03931803945005,88.0386586380351,0,0,0,0,0,0,1,0,0,0,IPS,Farmasi,Health
82.07633723095522,68.8276256377001,57.40286327462289,59.69893222390356,80.33220163276613,70.8361527161704,83.99332185706704,0,0,0,0,1,0,0,1,0,0,IPS,Manajemen,Business
90.90821701826474,84.15348631062126,63.51046248531663,50.94697854018959,71.08327440814632,77.09352060324876,68.11475064826655,1,0,0,0,0,0,0,0,0,1,Bahasa,Matematika,STEM
71.05737902711653,77.42243227130041,71.70244964789265,49.34971331239139,63.171268017656544,72.44464153521984,85.15038996748365,0,0,1,0,0,0,0,0,0,0,IPA,Teknik Elektro,STEM
64.64310204524786,63.91765525655299,47.52860418517212,62.63890095589724,75.63444683024905,92.03794300502369,93.91327998736348,0,0,0,0,1,0,0,0,0,0,Bahasa,Ilmu Komunikasi,Social
75.77261533837532,66.97539302364186,57.93459354461342,59.37158738155507,88.70538800166798,95.40334686332172,86.52465003357891,0,0,1,0,0,0,0,0,0,0,Bahasa,Ilmu Komunikasi,Social
88.22442852319347,74.57357704807076,87.75404934191576,87.32776533422394,58.95299143493022,76.54398955531238,71.72593192867856,0,0,0,0,0,0,1,0,0,0,IPA,Kedokteran,Health
76.4231002206153,73.41840310116478,66.02202537918815,65.1981938137875,58.75616755711951,70.97469956768488,91.39382638228852,1,0,0,0,1,0,0,1,0,0,IPS,Teknik Informatika,STEM
72.43329188065738,54.01054153177059,65.0935936266177,83.92353291280419,71.34907440962155,85.1613342431761,65.86458626305298,0,0,0,1,0,0,1,0,0,0,IPS,Psikologi,Social
90.67672420600059,61.88196179365168,74.63296856852843,63.23884070108567,67.15783002293946,75.80562092983348,84.9162759122661,0,0,0,0,1,0,0,1,0,0,IPS,Sistem Informasi,STEM
72.90218638530996,75.88915409808844,69.56231941536117,86.28094934756956,47.909577096859756,89.17207425989398,81.00524425482641,0,0,0,0,0,0,1,0,0,1,IPA,Biologi,Health
53.153691299782196,58.076008332140844,65.14323350542506,54.71634727168789,90.28962111407861,84.00559985342463,83.6474018660173,0,1,0,0,0,0,0,1,0,0,IPS,Manajemen,Business
67.097897031741,44.99008971524007,56.27942243353116,61.76949188272934,78.67131902986777,90.70141614963755,69.02969074954518,0,0,0,1,0,1,0,0,0,0,IPS,Hukum,Social
